what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580049766
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580050570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580052925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580059626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580064987
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580072260
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1371580223692
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371580224006
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1371580264322
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371580264582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580273737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580447245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580465591
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580590621
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580591924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580627179
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580628185
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580630921
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1371580676144
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580702914
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580717703
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371580717744
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580719758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580723905
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1371580729961
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371580745915
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580755428
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580759125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580763401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371580785507
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1371580806030
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371581081227
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1371581089410
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371581089669
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1371581092911
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371581093340
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1371581099054
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371581114568
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1371581114610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371581125558
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1371581125583
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371581130706
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1371581132273
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371581132566
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1371581144506
